locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
19313	NP_207692.1	15645517	11	952091	951858	-	HP0899	hypC	hydrogenase expression/formation protein (hypC) (NCBI ptt file)	COG298	O	Hydrogenase maturation factor	TIGR00074 hydrogenase assembly chaperone HypC/HupF [hypC]	Protein fate:Protein modification and repair			
19314	NP_207693.1	15645518	11	952819	952091	-	HP0900	hypB	hydrogenase expression/formation protein (hypB) (NCBI ptt file)	COG378	OK	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase	TIGR00073 hydrogenase accessory protein HypB [hypB]	Protein fate:Protein modification and repair	GO:0006461,GO:0000166,GO:0016151		
19315	NP_207694.1	15645519	11	953053	952928	-	HP0901	HP0901	hypothetical protein (NCBI ptt file)								
19316	NP_207695.1	15645520	11	953363	953064	-	HP0902	HP0902	hypothetical protein (NCBI ptt file)	COG1917	S	Uncharacterized conserved protein, contains double-stranded beta-helix domain					
1937512	NP_207696.2	48734589	11	954661	953461	-	HP0903m	ackA	acetate kinase (NCBI)	COG282	C	Acetate kinase	TIGR00016 acetate kinase [ackA]	Energy metabolism:Fermentation	GO:0006082,GO:0016310,GO:0005622,GO:0008776	2.7.2.1	Acetate kinase.
10712224			11	955596	954679	-	HP0904	HP0904									
19318	NP_207697.1	15645521	11	956225	955554	-	HP0905	pta	phosphotransacetylase (pta) (NCBI ptt file)	COG857	R	BioD-like N-terminal domain of phosphotransacetylase			GO:0008959	2.3.1.8	Phosphate acetyltransferase.
19319	NP_207698.1	15645522	11	956485	958068	+	HP0906	HP0906	hypothetical protein (NCBI ptt file)						GO:0009296,GO:0009424,GO:0003774		
19320	NP_207699.1	15645523	11	958119	959024	+	HP0907	flgD	hook assembly protein, flagella (flgD) (NCBI ptt file)	COG1843	N	Flagellar hook capping protein					
19321	NP_207700.1	15645524	11	959021	960838	+	HP0908	flgE	flagellar hook (flgE) (NCBI ptt file)	COG1749	N	Flagellar hook protein FlgE	TIGR03506 fagellar hook-basal body proteins,TIGR03506 fagellar hook-basal body proteins		GO:0001539,GO:0030694,GO:0019861,GO:0003774,GO:0005198		
19322	NP_207701.1	15645525	11	960890	961495	+	HP0909	HP0909	hypothetical protein (NCBI ptt file)								
19323	NP_207702.1	15645526	11	961488	962627	+	HP0910	HP0910	adenine specific DNA methyltransferase (HINDIIM) (NCBI ptt file)	COG827	L	Adenine-specific DNA methylase			GO:0006304,GO:0032259,GO:0003677,GO:0009007	2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific).
19324	NP_207703.1	15645527	11	962631	964658	+	HP0911	rep	rep helicase, single-stranded DNA-dependent ATPase (rep) (NCBI ptt file)	COG210	L	Superfamily I DNA and RNA helicases			GO:0006281,GO:0003677,GO:0004003,GO:0005524	3.6.1.-	
19325	NP_207704.1	15645528	11	965177	966724	+	HP0912	omp20	outer membrane protein (omp20) (NCBI ptt file)								
19326	NP_207705.1	15645529	11	966746	968335	+	HP0913	omp21	outer membrane protein (omp21) (NCBI ptt file)								
19327	NP_207706.1	15645530	11	970782	969238	-	HP0914	HP0914	hypothetical protein (NCBI ptt file)						GO:0009279		
19328	NP_207707.1	15645531	11	972716	971028	-	HP0915	frpB	iron-regulated outer membrane protein (frpB) (NCBI ptt file)						GO:0006810,GO:0016020,GO:0004872,GO:0005215		
19329	NP_207708.1	15645532	11	973465	972716	-	HP0916	frpB	iron-regulated outer membrane protein (frpB) (NCBI ptt file)						GO:0006810,GO:0016020,GO:0004872,GO:0005215		
19330	NP_207709.1	15645533	11	973624	973695	+	HP0917	HP0917	hypothetical protein (NCBI ptt file)								
19331	NP_207710.1	15645534	11	974156	973725	-	HP0918	HP0918	hypothetical protein (NCBI ptt file)								
19332	NP_207711.1	15645535	11	977418	974161	-	HP0919	pyrAb	carbamoyl-phosphate synthase (glutamine-hydrolysing) (pyrAb) (NCBI ptt file)	COG458	EF	Carbamoylphosphate synthase large subunit (split gene in MJ)	TIGR01369 carbamoyl-phosphate synthase, large subunit [carB]	Purines, pyrimidines, nucleosides, and nucleotides:Pyrimidine ribonucleotide biosynthesis	GO:0019856,GO:0006526,GO:0005737,GO:0004088,GO:0005524	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing).
19333	NP_207712.1	15645536	11	978209	977517	-	HP0920	HP0920	conserved hypothetical integral membrane protein (NCBI ptt file)	COG670	R	Integral membrane protein, interacts with FtsH					
19334	NP_207713.1	15645537	11	978353	979351	+	HP0921	gap	glyceraldehyde-3-phosphate dehydrogenase (gap) (NCBI ptt file)	COG57	G	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	TIGR01534 glyceraldehyde-3-phosphate dehydrogenase, type I [gap]	Energy metabolism:Glycolysis/gluconeogenesis	GO:0006006,GO:0006096,GO:0004365,GO:0051287	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating).
19335	NP_207714.1	15645538	11	979432	987021	+	HP0922	HP0922	toxin-like outer membrane protein (NCBI ptt file)	COG4372	S	Uncharacterized protein conserved in bacteria with the myosin-like domain			GO:0009405,GO:0005576,GO:0009279		
19336	NP_207715.1	15645539	11	987073	988182	+	HP0923	omp22	outer membrane protein (omp22) (NCBI ptt file)								
19337	NP_207716.1	15645540	11	988448	988242	-	HP0924	dmpI	4-oxalocrotonate tautomerase (dmpI) (NCBI ptt file)	COG1942	R	Uncharacterized protein, 4-oxalocrotonate tautomerase homolog	TIGR00013 4-oxalocrotonate tautomerase family enzyme [dmpI]	Energy metabolism:Other	GO:0006725,GO:0016853	5.3.2.-	
19338	NP_207717.1	15645541	11	988604	989185	+	HP0925	recR	recombinational DNA repair protein (recR) (NCBI ptt file)	COG353	L	Recombinational DNA repair protein (RecF pathway)	TIGR00615 recombination protein RecR [recR]	DNA metabolism:DNA replication, recombination, and repair	GO:0006281,GO:0006310		
19339	NP_207718.1	15645542	11	989182	990327	+	HP0926	HP0926	conserved hypothetical protein (NCBI ptt file)	COG585	S	Uncharacterized conserved protein	TIGR00094 tRNA pseudouridine synthase, TruD family	Protein synthesis:tRNA and rRNA base modification	GO:0031119,GO:0016439,GO:0003723,GO:0004730	5.4.99.12	tRNA-pseudouridine synthase I.
19340	NP_207719.1	15645543	11	990266	991246	+	HP0927	htpX	heat shock protein (htpX) (NCBI ptt file)	COG501	O	Zn-dependent protease with chaperone function			GO:0006508,GO:0016020,GO:0004222	3.4.24.-	
19341	NP_207720.1	15645544	11	991247	991789	+	HP0928	folE	GTP cyclohydrolase I (folE) (NCBI ptt file)	COG302	H	GTP cyclohydrolase I	TIGR00063 GTP cyclohydrolase I [folE]	Biosynthesis of cofactors, prosthetic groups, and carriers:Folic acid	GO:0019438,GO:0005737,GO:0003934	3.5.4.16	GTP cyclohydrolase I.
19342	NP_207721.1	15645545	11	991805	992716	+	HP0929	ispA	geranyltranstransferase (ispA) (NCBI ptt file)	COG142	H	Geranylgeranyl pyrophosphate synthase			GO:0008299,GO:0004337	2.5.1.10	Geranyltranstransferase.
19343	NP_207722.1	15645546	11	992713	993516	+	HP0930	surE	stationary-phase survival protein (surE) (NCBI ptt file)	COG496	R	Predicted acid phosphatase	TIGR00087 5'/3'-nucleotidase SurE [surE]	Cellular processes:Adaptations to atypical conditions	GO:0008253,GO:0008254,GO:0017175	3.1.3.5,3.1.3.6	5'-nucleotidase.,3'-nucleotidase.
19344	NP_207723.1	15645547	11	993513	993953	+	HP0931	HP0931	hypothetical protein (NCBI ptt file)								
19345	NP_207724.1	15645548	11	993869	994171	+	HP0932	HP0932	hypothetical protein (NCBI ptt file)								
19346	NP_207725.1	15645549	11	994173	994775	+	HP0933	HP0933	hypothetical protein (NCBI ptt file)	COG720	H	6-pyruvoyl-tetrahydropterin synthase			GO:0003874	4.2.3.12	6-pyruvoyltetrahydropterin synthase.
19347	NP_207726.1	15645550	11	994778	995533	+	HP0934	HP0934	conserved hypothetical protein (NCBI ptt file)	COG602	O	Organic radical activating enzymes			GO:0047028	1.1.1.220	6-pyruvoyltetrahydropterin 2'-reductase.
19348	NP_207727.1	15645551	11	995544	996029	+	HP0935	HP0935	hypothetical protein (NCBI ptt file)	COG456	R	Acetyltransferases			GO:0008152,GO:0008080		
19349	NP_207728.1	15645552	11	997701	996532	-	HP0936	proP	proline/betaine transporter (proP) (NCBI ptt file)						GO:0006810,GO:0016021,GO:0005215		
19350	NP_207729.1	15645553	11	999117	998323	-	HP0937	HP0937	hypothetical protein (NCBI ptt file)								
19351	NP_207730.1	15645554	11	999544	999197	-	HP0938	HP0938	hypothetical protein (NCBI ptt file)								
19352	NP_207731.1	15645555	11	1000320	999607	-	HP0939	yckJ	amino acid ABC transporter, permease protein (yckJ) (NCBI ptt file)	COG765	E	ABC-type amino acid transport system, permease component	TIGR01726 amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family	Transport and binding proteins:Amino acids, peptides and amines	GO:0006810,GO:0009276,GO:0016021,GO:0015599,GO:0015600,GO:0015597,GO:0015601,GO:0015598	3.6.3.21	Polar-amino-acid-transporting ATPase.
19353	NP_207732.1	15645556	11	1001074	1000304	-	HP0940	yckK	amino acid ABC transporter, periplasmic binding protein (yckK) (NCBI ptt file)	COG834	ET	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain			GO:0006810,GO:0030288,GO:0005215		
19354	NP_207733.1	15645557	11	1002275	1001142	-	HP0941	alr	alanine racemase, biosynthetic (alr) (NCBI ptt file)	COG787	M	Alanine racemase	TIGR00492 alanine racemase [alr]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0006522,GO:0008784	5.1.1.1	Alanine racemase.
19355	NP_207734.1	15645558	11	1003634	1002282	-	HP0942	dagA	D-alanine glycine permease (dagA) (NCBI ptt file)	COG1115	E	Na+/alanine symporter	TIGR00835 amino acid carrier protein [agcS]		GO:0006814,GO:0016020,GO:0004609,GO:0005283	4.1.1.65	Phosphatidylserine decarboxylase.
19356	NP_207735.1	15645559	11	1004907	1003675	-	HP0943	dadA	D-amino acid dehydrogenase (dadA) (NCBI ptt file)	COG665	E	Glycine/D-amino acid oxidases (deaminating)			GO:0008718	1.4.99.1	D-amino-acid dehydrogenase.
19357	NP_207736.1	15645560	11	1005306	1004929	-	HP0944	HP0944	conserved hypothetical protein (NCBI ptt file)	COG251	J	Putative translation initiation inhibitor, yjgF family	TIGR00004 putative endoribonuclease L-PSP	Transcription:Degradation of RNA			
1937513			11	1005696	1005767	+	HPt22	tRNA-Gly-1	tRNA-Gly (NCBI)								
19358	NP_207737.1	15645561	11	1006082	1005786	-	HP0945	HP0945	hypothetical protein (NCBI ptt file)								
1937514			11	1006166	1006249	+	HPt23	tRNA-Leu-1	tRNA-Leu (NCBI)								
1937515			11	1006326	1006397	+	HPt24	tRNA-Cys-1	tRNA-Cys (NCBI)								
1937516			11	1006448	1006532	+	HPt25	tRNA-Ser-1	tRNA-Ser (NCBI)								
19359	NP_207738.1	15645562	11	1006665	1008155	+	HP0946	HP0946	conserved hypothetical integral membrane protein (NCBI ptt file)	COG1757	C	Na+/H+ antiporter			GO:0006814,GO:0006885,GO:0016021,GO:0015385		
19360	NP_207739.1	15645563	11	1008470	1008832	+	HP0947	HP0947	hypothetical protein (NCBI ptt file)								
19361	NP_207740.1	15645564	11	1010212	1009199	-	HP0948	HP0948	hypothetical protein (NCBI ptt file)								
19362	NP_207741.1	15645565	11	1010674	1010222	-	HP0949	HP0949	conserved hypothetical secreted protein (NCBI ptt file)	COG1576	S	Uncharacterized conserved protein					
19363	NP_207742.1	15645566	11	1011557	1010688	-	HP0950	accD	acetyl-CoA carboxylase beta subunit (accD) (NCBI ptt file)	COG777	I	Acetyl-CoA carboxylase beta subunit	TIGR00515 acetyl-CoA carboxylase, carboxyl transferase, beta subunit [accD]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0009317,GO:0003989	6.4.1.2	Acetyl-CoA carboxylase.
19364	NP_207743.1	15645567	11	1011635	1012252	+	HP0951	HP0951	hypothetical protein (NCBI ptt file)								
19365	NP_207744.1	15645568	11	1012263	1012919	+	HP0952	HP0952	conserved hypothetical integral membrane protein (NCBI ptt file)	COG1546	R	Uncharacterized protein (competence- and mitomycin-induced)	TIGR00199 competence/damage-inducible protein CinA C-terminal domain	DNA metabolism:DNA replication, recombination, and repair			
19366	NP_207745.1	15645569	11	1013488	1012922	-	HP0953	HP0953	hypothetical protein (NCBI ptt file)								
19367	NP_207746.1	15645570	11	1014185	1013553	-	HP0954	HP0954	oxygen-insensitive NAD(P)H nitroreductase (NCBI ptt file)	COG778	C	Nitroreductase			GO:0006118,GO:0016491	1.-.-.-	
19368	NP_207747.1	15645571	11	1015036	1014182	-	HP0955	lgt	prolipoprotein diacylglyceryl transferase (lgt) (NCBI ptt file)	COG682	M	Prolipoprotein diacylglyceryltransferase	TIGR00544 prolipoprotein diacylglyceryl transferase [lgt]	Protein fate:Protein modification and repair	GO:0009249,GO:0016020,GO:0016740	2.4.99.-	
19369	NP_207748.1	15645572	11	1015774	1015046	-	HP0956	HP0956	conserved hypothetical protein (NCBI ptt file)	COG564	J	Pseudouridylate synthases, 23S RNA-specific			GO:0001522,GO:0003723,GO:0009982		
19370	NP_207749.1	15645573	11	1016967	1015786	-	HP0957	kdtA	3-deoxy-d-manno-octulosonic-acid transferase (kdtA) (NCBI ptt file)	COG1519	M	3-deoxy-D-manno-octulosonic-acid transferase			GO:0005975,GO:0005529,GO:0016740	2.-.-.-	
19371	NP_207750.1	15645574	11	1017732	1016968	-	HP0958	HP0958	hypothetical protein (NCBI ptt file)	COG1579	R	Zn-ribbon protein, possibly nucleic acid-binding					
19372	NP_207751.1	15645575	11	1018473	1017742	-	HP0959	HP0959	conserved hypothetical protein (NCBI ptt file)	COG327	S	Uncharacterized conserved protein	TIGR00486 dinuclear metal center protein, YbgI/SA1388 family	Unknown function:General			
19373	NP_207752.1	15645576	11	1019371	1018460	-	HP0960	glyQ	glycyl-tRNA synthetase, alpha subunit (glyQ) (NCBI ptt file)	COG752	J	Glycyl-tRNA synthetase, alpha subunit	TIGR00388 glycine--tRNA ligase, alpha subunit [glyQ]	Protein synthesis:tRNA aminoacylation	GO:0006426,GO:0009345,GO:0005524,GO:0004820	6.1.1.14	Glycine--tRNA ligase.
19374	NP_207753.1	15645577	11	1020323	1019385	-	HP0961	HP0961	glycerol-3-phosphate dehydrogenase, NAD(P)+ dependent (NCBI ptt file)	COG240	C	Glycerol-3-phosphate dehydrogenase			GO:0005975,GO:0046168,GO:0009331,GO:0004367,GO:0051287,GO:0047952	1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(P)(+)).
19375	NP_207754.1	15645578	11	1020916	1020455	-	HP0962	acpP	acyl carrier protein (acpP) (NCBI ptt file)	COG236	IQ	Acyl carrier protein	TIGR00517 acyl carrier protein [acpP]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0000036,GO:0048037		
19376	NP_207755.1	15645579	11	1022252	1020909	-	HP0963	HP0963	hypothetical protein (NCBI ptt file)						GO:0005622,GO:0005525,GO:0003924		
19377	NP_207756.1	15645580	11	1023340	1022249	-	HP0964	HP0964	hypothetical protein (NCBI ptt file)								
19378	NP_207757.1	15645581	11	1024581	1023250	-	HP0965	HP0965	hypothetical protein (NCBI ptt file)						GO:0003924,GO:0005525		
19379	NP_207758.1	15645582	11	1026227	1024578	-	HP0966	HP0966	conserved hypothetical protein (NCBI ptt file)								
19380	NP_207759.1	15645583	11	1026735	1026448	-	HP0967	vapD	virulence associated protein D (vapD) (NCBI ptt file)	COG3309	S	Uncharacterized virulence-associated protein D			GO:0019089		
19381	NP_207760.1	15645584	11	1030164	1027102	-	HP0969	czcA	cation efflux system protein (czcA) (NCBI ptt file)	COG3696	P	Putative silver efflux pump	TIGR00914 heavy metal efflux pump, CzcA family [czcA]	Transport and binding proteins:Cations and iron carrying compounds	GO:0006812,GO:0016021,GO:0008324		
19382	NP_207761.1	15645585	11	1031240	1030161	-	HP0970	nccB	nickel-cobalt-cadmium resistance protein (nccB) (NCBI ptt file)	COG845	M	Membrane-fusion protein					
19383	NP_207762.1	15645586	11	1032478	1031237	-	HP0971	HP0971	hypothetical protein (NCBI ptt file)	COG1538	MU	Outer membrane protein			GO:0006810,GO:0005215		
19384	NP_207763.1	15645587	11	1034633	1032528	-	HP0972	glyS	glycyl-tRNA synthetase, beta subunit (glyS) (NCBI ptt file)	COG751	J	Glycyl-tRNA synthetase, beta subunit	TIGR00211 glycine--tRNA ligase, beta subunit [glyS]	Protein synthesis:tRNA aminoacylation	GO:0006426,GO:0009345,GO:0005524,GO:0004820	6.1.1.14	Glycine--tRNA ligase.
19385	NP_207764.1	15645588	11	1034745	1035806	+	HP0973	HP0973	hypothetical protein (NCBI ptt file)								
19386	NP_207765.1	15645589	11	1035819	1037294	+	HP0974	pgm	phosphoglycerate mutase (pgm) (NCBI ptt file)	COG696	G	Phosphoglyceromutase	TIGR01307 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [gpmI]	Energy metabolism:Glycolysis/gluconeogenesis	GO:0006007,GO:0005737,GO:0046538,GO:0030145,GO:0046537	5.4.2.1	Phosphoglycerate mutase.
19387	NP_207766.1	15645590	11	1037309	1037590	+	HP0975	gatC	Glu-tRNA(Gln) amidotransferase, subunit C (gatC) (NCBI ptt file)	COG721	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit	TIGR00135 aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit [gatC]	Protein synthesis:tRNA aminoacylation	GO:0006450,GO:0050566,GO:0050567	6.3.5.6,6.3.5.7	Asparaginyl-tRNA synthase (glutamine-hydrolyzing).,Glutaminyl-tRNA synthase (glutamine-hydrolyzing).
19388	NP_207767.1	15645591	11	1039020	1037710	-	HP0976	bioA	adenosylmethionine-8-amino-7-oxononanoate aminotransferase (bioA) (NCBI ptt file)	COG161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	TIGR00508 adenosylmethionine-8-amino-7-oxononanoate transaminase [bioA]	Biosynthesis of cofactors, prosthetic groups, and carriers:Biotin	GO:0009102,GO:0030170,GO:0004015	2.6.1.62	Adenosylmethionine--8-amino-7-oxononanoate transaminase.
19389	NP_207768.1	15645592	11	1039149	1040612	+	HP0977	HP0977	conserved hypothetical secreted protein (NCBI ptt file)						GO:0006457,GO:0015031,GO:0003755,GO:0030051,GO:0004600,GO:0042027	5.2.1.8	Peptidylprolyl isomerase.
19390	NP_207769.1	15645593	11	1040628	1042106	+	HP0978	ftsA	cell division protein (ftsA) protein (NCBI ptt file)	COG849	D	Actin-like ATPase involved in cell division	TIGR01174 cell division protein FtsA [ftsA]	Cellular processes:Cell division	GO:0000902,GO:0007049		
19391	NP_207770.1	15645594	11	1042237	1043394	+	HP0979	ftsZ	cell divison protein (ftsZ) (NCBI ptt file)	COG206	D	Cell division GTPase	TIGR00065 cell division protein FtsZ [ftsZ]	Cellular processes:Cell division	GO:0051258,GO:0005737,GO:0043234,GO:0003924,GO:0005525	3.4.24.-	
19392	NP_207771.1	15645595	11	1044552	1044854	+	HP0980	HP0980	conserved hypothetical secreted protein (NCBI ptt file)						GO:0006508,GO:0004222		
19393	NP_207772.1	15645596	11	1044772	1045137	+	HP0981	xseA	exonuclease VII-like protein (xseA) (NCBI ptt file)						GO:0006308,GO:0009318,GO:0008855		
1937517			11	1045074	1045191	+	HPr03	HPrrnC5S	5S ribosomal RNA (NCBI)								
19394	NP_207773.1	15645597	11	1045509	1046204	+	HP0982	HP0982	hypothetical protein (NCBI ptt file)								
19395	NP_207774.1	15645598	11	1047054	1047878	+	HP0983	HP0983	conserved hypothetical integral membrane protein (NCBI ptt file)	COG668	M	Small-conductance mechanosensitive channel			GO:0016020		
19396	NP_207775.1	15645599	11	1047958	1048065	+	HP0984	HP0984	hypothetical protein (NCBI ptt file)								
19397	NP_207776.1	15645600	11	1048411	1048088	-	HP0985	HP0985	hypothetical protein (NCBI ptt file)								
19398	NP_207777.1	15645601	11	1049427	1048714	-	HP0986	HP0986	hypothetical protein (NCBI ptt file)						GO:0003677		
19399	NP_207778.1	15645602	11	1050812	1051045	+	HP0987	HP0987	hypothetical protein (NCBI ptt file)								
19400	NP_207779.1	15645603	11	1051480	1051052	-	HP0988	tnpA	IS605 transposase (tnpA) (NCBI ptt file)	COG1943	L	Transposase and inactivated derivatives			GO:0006313,GO:0003677,GO:0004803		
19401	NP_207780.1	15645604	11	1051550	1052833	+	HP0989	tnpB	IS605 transposase (tnpB) (NCBI ptt file)	COG675	L	Transposase and inactivated derivatives	TIGR01766 transposase, IS605 OrfB family	Mobile and extrachromosomal element functions:Transposon functions			
19402	NP_207781.1	15645605	11	1052927	1053595	+	HP0990	HP0990	hypothetical protein (NCBI ptt file)								
19403	NP_207782.1	15645606	11	1054229	1053600	-	HP0991	HP0991	hypothetical protein (NCBI ptt file)								
19404	NP_207783.1	15645607	11	1054615	1054376	-	HP0992	HP0992	hypothetical protein (NCBI ptt file)								
19405	NP_207784.1	15645608	11	1054815	1055066	+	HP0993	HP0993	hypothetical protein (NCBI ptt file)								
19406	NP_207785.1	15645609	11	1055038	1055841	+	HP0994	HP0994	hypothetical protein (NCBI ptt file)								
19407	NP_207786.1	15645610	11	1057225	1056158	-	HP0995	xerD	integrase/recombinase (xerD) (NCBI ptt file)	COG4974	L	Site-specific recombinase XerD			GO:0006310,GO:0015074,GO:0003677		
19408	NP_207787.1	15645611	11	1060175	1058373	-	HP0996	HP0996	hypothetical protein (NCBI ptt file)								
19409	NP_207788.1	15645612	11	1061607	1060324	-	HP0997	tnpB	IS605 transposase (tnpB) (NCBI ptt file)	COG675	L	Transposase and inactivated derivatives	TIGR01766 transposase, IS605 OrfB family	Mobile and extrachromosomal element functions:Transposon functions			
19410	NP_207789.1	15645613	11	1061677	1062105	+	HP0998	tnpA	IS605 transposase (tnpA) (NCBI ptt file)	COG1943	L	Transposase and inactivated derivatives			GO:0006313,GO:0003677,GO:0004803		
19411	NP_207790.1	15645614	11	1062236	1062421	+	HP0999	HP0999	hypothetical protein (NCBI ptt file)								
19412	NP_207791.1	15645615	11	1062687	1063343	+	HP1000	HP1000	PARA protein (NCBI ptt file)	COG1192	D	ATPases involved in chromosome partitioning			GO:0009236,GO:0042242		
19413	NP_207792.1	15645616	11	1063428	1063712	+	HP1001	HP1001	hypothetical protein (NCBI ptt file)								
19414	NP_207793.1	15645617	11	1063756	1064940	+	HP1002	HP1002	hypothetical protein (NCBI ptt file)								
19415	NP_207794.1	15645618	11	1066077	1064965	-	HP1003	HP1003	hypothetical protein (NCBI ptt file)								
19416	NP_207795.1	15645619	11	1066874	1066053	-	HP1004	HP1004	hypothetical protein (NCBI ptt file)	COG3843	U	Type IV secretory pathway, VirD2 components (relaxase)			GO:0003676		
19417	NP_207796.1	15645620	11	1067156	1067470	+	HP1005	HP1005	hypothetical protein (NCBI ptt file)								
19418	NP_207797.1	15645621	11	1068554	1068021	-	HP1006	traG	conjugal transfer protein (traG) (NCBI ptt file)						GO:0009291,GO:0016020		
10712225			11	1069929	1068602	-	HP1007	HP1007									
19419	NP_207798.1	15645622	11	1069967	1070383	+	HP1008	HP1008	IS200 insertion sequence from SARA17 (NCBI ptt file)	COG1943	L	Transposase and inactivated derivatives			GO:0006313,GO:0003677,GO:0004803		
19420	NP_207799.1	15645623	11	1071068	1070508	-	HP1009	HP1009	site-specific recombinase (NCBI ptt file)						GO:0006310,GO:0015074,GO:0003677		
1937518			11	1072258	1072332	+	HPt26	tRNA-Pro-1	tRNA-Pro (NCBI)								
19421	NP_207800.1	15645624	11	1072429	1074456	+	HP1010	ppk	polyphosphate kinase (ppk) (NCBI ptt file)	COG855	P	Polyphosphate kinase	TIGR03705 polyphosphate kinase 1 [ppk1]	Central intermediary metabolism:Phosphorus compounds	GO:0006799,GO:0009358,GO:0008976	2.7.4.1	Polyphosphate kinase.
19422	NP_207801.1	15645625	11	1074493	1075548	+	HP1011	pyrD	dihydroorotate dehydrogenase (pyrD) (NCBI ptt file)	COG167	F	Dihydroorotate dehydrogenase	TIGR01036 dihydroorotate oxidase [pyrD]	Purines, pyrimidines, nucleosides, and nucleotides:Pyrimidine ribonucleotide biosynthesis	GO:0006222,GO:0006207,GO:0016020,GO:0004158,GO:0004152	1.3.3.1	Dihydroorotate oxidase.
19423	NP_207802.1	15645626	11	1075545	1076879	+	HP1012	pqqE	protease (pqqE) (NCBI ptt file)	COG612	R	Predicted Zn-dependent peptidases			GO:0006508,GO:0031177,GO:0004222,GO:0008270		
19424	NP_207803.1	15645627	11	1076894	1077796	+	HP1013	dapA	dihydrodipicolinate synthetase (dapA) (NCBI ptt file)	COG329	EM	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	TIGR00674 dihydrodipicolinate synthase [dapA]	Amino acid biosynthesis:Aspartate family	GO:0019877,GO:0008840	4.2.1.52	Dihydrodipicolinate synthase.
19425	NP_207804.1	15645628	11	1077793	1078581	+	HP1014	hdhA	7-alpha-hydroxysteroid dehydrogenase (hdhA) (NCBI ptt file)	COG1028	IQR	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)			GO:0008152,GO:0016491		
19426	NP_207805.1	15645629	11	1078693	1079199	+	HP1015	HP1015	hypothetical protein (NCBI ptt file)								
19427	NP_207806.1	15645630	11	1079133	1079735	+	HP1016	pgsA	phosphatidylglycerophosphate synthase (pgsA) (NCBI ptt file)	COG558	I	Phosphatidylglycerophosphate synthase	TIGR00560 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [pgsA]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0008654,GO:0016021,GO:0008444	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase.
19428	NP_207807.1	15645631	11	1079833	1081392	+	HP1017	rocE	amino acid permease (rocE) (NCBI ptt file)	COG833	E	Amino acid transporters			GO:0006865,GO:0016021,GO:0015171		
19429	NP_207808.1	15645632	11	1081440	1081586	+	HP1018	HP1018	hypothetical protein (NCBI ptt file)								
19430	NP_207809.1	15645633	11	1081537	1082868	+	HP1019	htrA	serine protease (htrA) (NCBI ptt file)	COG265	O	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	TIGR02037 protease Do	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0005515,GO:0004252	3.4.21.-	
19431	NP_207810.1	15645634	11	1082890	1084110	+	HP1020	HP1020	conserved hypothetical protein (NCBI ptt file)	COG1211	I	4-diphosphocytidyl-2-methyl-D-erithritol synthase	TIGR00151 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [ispF],TIGR00453 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [ispD]	Biosynthesis of cofactors, prosthetic groups, and carriers:Other	GO:0016114,GO:0008685,GO:0050518	2.7.7.60,4.6.1.12	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase.,2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase.
19432	NP_207811.1	15645635	11	1084132	1085028	+	HP1021	HP1021	response regulator (NCBI ptt file)	COG784	T	FOG: CheY-like receiver			GO:0006355,GO:0000160,GO:0003700,GO:0000156		
19433	NP_207812.1	15645636	11	1085284	1086120	+	HP1022	HP1022	hypothetical protein (NCBI ptt file)	COG258	L	5'-3' exonuclease (including N-terminal domain of PolI)			GO:0005634,GO:0008409,GO:0003889,GO:0016449,GO:0016450,GO:0003893,GO:0003894,GO:0003677,GO:0003891,GO:0003895,GO:0016000,GO:0003890,GO:0016448,GO:0015999,GO:0019984,GO:0016451,GO:0016452	2.7.7.7	DNA-directed DNA polymerase.
